value,peak_temp_arc,peak_temp_gx,transient_max_diff,transient_max_diff_time,final_max_diff,final_mean_diff,mean_build_temp_arc,mean_build_temp_gx,frac_above_liquidus_arc,frac_above_liquidus_gx,n_frames,relative_sensitivity
400.0,2629.353719175297,2410.387039682179,218.96667949311814,23.814024,149.1669986341101,0.4014014661075308,451.994031976189,451.08937657756707,0.0008297225039181341,0.0007913479293062516,41,0.09400318967899939
600.0,3367.026042388923,3201.524678238006,303.2102973075189,65.483687,168.80495280663877,0.4771537964988266,514.125736713266,513.2147189311963,0.0012309856678097248,0.0012309856678097248,41,0.09886133769876526
800.0,4155.584215320859,4031.484105356448,363.3257583619054,119.063615,363.3257583619054,0.72129507541481,570.7173690736506,569.4018575988558,0.0029016090741229225,0.0029016090741229225,41,0.09423364607577887
1000.0,4913.572096689217,4732.4161539454535,490.3341296625367,44.648855,291.35642494751255,0.8524700214847217,621.6801369900347,620.202020379465,0.0038688120988305636,0.0038688120988305636,41,0.10628079921291561
1200.0,5598.672284372405,5492.512113405382,431.88021236416125,119.063615,431.88021236416125,0.8830154011797059,666.8943777627412,665.8839969510913,0.005338234007175987,0.005513258072985036,41,0.08150725109720856
